title,domain,difficulty,duration,description,url
Crafting User-First Product Experiences in the AI Era Specialization,Data Science,Beginner,10.0,"Offered by Microsoft. Strategic Enterprise Product Leadership. Build skills in market research, design, product management, and ethical AI ... Enroll for free.",https://www.coursera.org/specializations/crafting-user-first-product-experiences-in-the-ai-era
Creative Content Creation Toolkit Specialization,Arts and Humanities,Intermediate,10.0,"Offered by Coursera. AI-Enhanced Marketing Content Design. Create professional marketing visuals using Canva, generative AI tools, and ... Enroll for free.",https://www.coursera.org/specializations/creative-content-creation-toolkit
"Creative Design Tools: Adobe Photoshop, Illustrator, Acrobat Specialization",Arts and Humanities,Beginner,10.0,"Offered by Adobe. Design Graphics and Documents Professionally. Edit images, create illustrations, and design documents using Adobe tools. Enroll for free.",https://www.coursera.org/specializations/creative-design-tools-adobe-photoshop-illustrator-acrobat
Creative Writing Specialization,Arts and Humanities,Beginner,10.0,Offered by Wesleyan University. Craft Your Story Like the Great Writers. Craft an original story that will absorb a reader’s interest from ... Enroll for free.,https://www.coursera.org/specializations/creative-writing
Cybersecurity Fundamentals Specialization,Computer Science,Beginner,2.0,Offered by IBM. Unlock your cybersecurity professional potential. Develop fluency in essential Cybersecurity skills and competencies and ... Enroll for free.,https://www.coursera.org/specializations/cybersecurity-fundamentals
Data Analysis and Presentation Skills: the PwC Approach Specialization,Data Science,Beginner,10.0,"Offered by PwC. Make Smarter Business Decisions With Data Analysis. Understand data, apply data analytics tools and create effective ... Enroll for free.",https://www.coursera.org/specializations/pwc-analytics
Data Analysis and Visualization Foundations Specialization,Data Science,Beginner,40.0,"Offered by IBM. Get ahead w/ Data Analysis & Visualization skills. Enhance your career by learning to analyze data using Excel spreadsheets, ... Enroll for free.",https://www.coursera.org/specializations/data-analysis-visualization-foundations
Data Analysis with R Specialization,Data Science,Beginner,10.0,"Offered by Duke University. Master Data Analysis with R. Statistical mastery of data analysis including basic data visualization, ... Enroll for free.",https://www.coursera.org/specializations/statistics
Data Engineering Foundations Specialization,Computer Science,Beginner,10.0,"Offered by IBM. Build the Foundation for a Data Engineering Career. Develop hands-on experience with Python, SQL, and Relational Databases ... Enroll for free.",https://www.coursera.org/specializations/data-engineering-foundations
"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Data Science,Intermediate,10.0,Offered by Google Cloud. Data Engineering on Google Cloud Platform. Launch your career in Data Engineering. Deliver business value with big ... Enroll for free.,https://www.coursera.org/specializations/gcp-data-machine-learning
Data Management for Clinical Research,Business,Beginner,20.0,"This course presents critical concepts and practical methods to support planning, collection, storage, and dissemination of data in clinical research. Understanding and implementing solid data management principles is critical for any scientific domain. Regardless of your current (or anticipated) role in the research enterprise, a strong working knowledge and skill set in data management principles and practice will increase your productivity and improve your science. Our goal is to use these m",https://www.coursera.org/learn/clinical-data-management
Data Science Foundations Specialization,Data Science,Beginner,10.0,Offered by University of London and IBM. Unlock Academic & Career Success with Data Science. Build the foundational knowledge and hands-on ... Enroll for free.,https://www.coursera.org/specializations/data-science-foundations
Data Science Fundamentals with Python and SQL Specialization,Computer Science,Beginner,80.0,"Offered by IBM. Build the Foundation for your Data Science career. Develop hands-on experience with Jupyter, Python, SQL. Perform ... Enroll for free.",https://www.coursera.org/specializations/data-science-fundamentals-python-sql
Data Science Specialization,Data Science,Beginner,10.0,"Offered by Johns Hopkins University. Launch Your Career in Data Science. A ten-course introduction to data science, developed and taught by ... Enroll for free.",https://www.coursera.org/specializations/jhu-data-science
Data Science: Foundations using R Specialization,Data Science,Beginner,10.0,"Offered by Johns Hopkins University. Ask the right questions, manipulate data sets, and create visualizations to communicate results. This ... Enroll for free.",https://www.coursera.org/specializations/data-science-foundations-r
Data Structures and Algorithms Specialization,Computer Science,Intermediate,10.0,Offered by University of California San Diego. Master Algorithmic Programming Techniques. Advance your Software Engineering or Data Science ... Enroll for free.,https://www.coursera.org/specializations/data-structures-algorithms
Data Visualization & Business Intelligence Specialization,Data Science,Beginner,10.0,"Offered by Coursera. Visualize Data for Business Insights. Learn chart design, Excel dashboards, Power BI analytics & storytelling to drive ... Enroll for free.",https://www.coursera.org/specializations/data-visualization-business-intelligence
Deep Learning Specialization,Data Science,Intermediate,120.0,Offered by DeepLearning.AI. Become a Machine Learning expert. Master the fundamentals of deep learning and break into AI. Recently updated ... Enroll for free.,https://www.coursera.org/specializations/deep-learning
